-----------------------------------------------------
| DataSource          0GL_ACCOUNT_T011_HIER         |
| Struktur            DTFIGL_HIERNODE               |
-----------------------------------------------------
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|ID(NODEI|InfoObject(IOBJNM)            |Node name(NODENAME)             |Le|L|Parent I|Child ID|Next ID(|Valid from|To(DATETO)|I|Field(FIELDNM)                |Chrt|G/L acct(S|S|(|
|     438|0GL_ACCOUNT                   |GKR 0000178300                  | 7| |     437|        |        |          |          | |SAKNR                         |GKR |178300    | | |
|     439|0HIER_NODE                    |GKR 2048020                     | 5| |     430|     440|     447|          |          | |NODENAME                      |    |          | | |
|     440|0HIER_NODE                    |GKR 2048021                     | 6| |     439|     441|     443|          |          | |NODENAME                      |    |          | | |
|     441|0GL_ACCOUNT                   |GKR 0000176200                  | 7| |     440|        |     442|          |          | |SAKNR                         |GKR |176200    | | |
|     442|0GL_ACCOUNT                   |GKR 0000176700                  | 7| |     440|        |        |          |          | |SAKNR                         |GKR |176700    | | |
|     443|0HIER_NODE                    |GKR 2048022                     | 6| |     439|     444|     445|          |          | |NODENAME                      |    |          | | |
|     444|0GL_ACCOUNT                   |GKR 0000176800                  | 7| |     443|        |        |          |          | |SAKNR                         |GKR |176800    | | |
|     445|0HIER_NODE                    |GKR 2048023                     | 6| |     439|     446|        |          |          | |NODENAME                      |    |          | | |
|     446|0GL_ACCOUNT                   |GKR 0000176900                  | 7| |     445|        |        |          |          | |SAKNR                         |GKR |176900    | | |
|     447|0HIER_NODE                    |GKR 2048030                     | 5| |     430|     448|        |          |          | |NODENAME                      |    |          | | |
|     448|0HIER_NODE                    |GKR 2048031                     | 6| |     447|     449|     462|          |          | |NODENAME                      |    |          | | |
|     449|0HIER_NODE                    |GKR 2048031/00                  | 7| |     448|     450|     455|          |          | |NODENAME                      |    |          | | |
|     450|0GL_ACCOUNT                   |GKR 0000163000                  | 8| |     449|        |     451|          |          | |SAKNR                         |GKR |163000    | | |
|     451|0GL_ACCOUNT                   |GKR 0000176000                  | 8| |     449|        |     452|          |          | |SAKNR                         |GKR |176000    | | |
|     452|0GL_ACCOUNT                   |GKR 0000176300                  | 8| |     449|        |     453|          |          | |SAKNR                         |GKR |176300    | | |
|     453|0GL_ACCOUNT                   |GKR 0000176400                  | 8| |     449|        |     454|          |          | |SAKNR                         |GKR |176400    | | |
|     454|0GL_ACCOUNT                   |GKR 0000179100                  | 8| |     449|        |        |          |          | |SAKNR                         |GKR |179100    | | |
|     455|0HIER_NODE                    |GKR 2048031/10                  | 7| |     448|     456|        |          |          | |NODENAME                      |    |          | |2|
|     456|0GL_ACCOUNT                   |GKR 0000154000                  | 8| |     455|        |     457|          |          | |SAKNR                         |GKR |154000    | | |
|     457|0GL_ACCOUNT                   |GKR 0000154100                  | 8| |     455|        |     458|          |          | |SAKNR                         |GKR |154100    | | |
|     458|0GL_ACCOUNT                   |GKR 0000154300                  | 8| |     455|        |     459|          |          | |SAKNR                         |GKR |154300    | | |
|     459|0GL_ACCOUNT                   |GKR 0000175000                  | 8| |     455|        |     460|          |          | |SAKNR                         |GKR |175000    | | |
|     460|0GL_ACCOUNT                   |GKR 0000195000                  | 8| |     455|        |     461|          |          | |SAKNR                         |GKR |195000    | | |
|     461|0GL_ACCOUNT                   |GKR 0000195200                  | 8| |     455|        |        |          |          | |SAKNR                         |GKR |195200    | | |
|     462|0HIER_NODE                    |GKR 2048032                     | 6| |     447|     463|     464|          |          | |NODENAME                      |    |          | | |
|     463|0GL_ACCOUNT                   |GKR 0000179200                  | 7| |     462|        |        |          |          | |SAKNR                         |GKR |179200    | | |
|     464|0HIER_NODE                    |GKR 2048033                     | 6| |     447|     465|        |          |          | |NODENAME                      |    |          | | |
|     465|0GL_ACCOUNT                   |GKR 0000179300                  | 7| |     464|        |        |          |          | |SAKNR                         |GKR |179300    | | |
|     466|0HIER_NODE                    |GKR 2050000                     | 3| |     247|     467|        |          |          | |NODENAME                      |    |          | | |
|     467|0GL_ACCOUNT                   |GKR 0000099000                  | 4| |     466|        |        |          |          | |SAKNR                         |GKR |99000     | | |
|     468|0HIER_NODE                    |GKR 3000000                     | 2| |       1|     469|     673|          |          | |NODENAME                      |    |          | | |
|     469|0HIER_NODE                    |GKR 3010000                     | 3| |     468|     470|     487|          |          | |NODENAME                      |    |          | | |
|     470|0HIER_NODE                    |GKR 3011000                     | 4| |     469|     471|     480|          |          | |NODENAME                      |    |          | | |
|     471|0HIER_NODE                    |GKR 3011010                     | 5| |     470|     472|     478|          |          | |NODENAME                      |    |          | | |
|     472|0GL_ACCOUNT                   |GKR 0000800000                  | 6| |     471|        |     473|          |          | |SAKNR                         |GKR |800000    | | |
|     473|0GL_ACCOUNT                   |GKR 0000804000                  | 6| |     471|        |     474|          |          | |SAKNR                         |GKR |804000    | | |
|     474|0GL_ACCOUNT                   |GKR 0000808000                  | 6| |     471|        |     475|          |          | |SAKNR                         |GKR |808000    | | |
|     475|0GL_ACCOUNT                   |GKR 0000830000                  | 6| |     471|        |     476|          |          | |SAKNR                         |GKR |830000    | | |
|     476|0GL_ACCOUNT                   |GKR 0000871000                  | 6| |     471|        |     477|          |          | |SAKNR                         |GKR |871000    | | |
|     477|0GL_ACCOUNT                   |GKR 0000872000                  | 6| |     471|        |        |          |          | |SAKNR                         |GKR |872000    | | |
|     478|0HIER_NODE                    |GKR 3011020                     | 5| |     470|     479|        |          |          | |NODENAME                      |    |          | | |
|     479|0GL_ACCOUNT                   |GKR 0000801000                  | 6| |     478|        |        |          |          | |SAKNR                         |GKR |801000    | | |
|     480|0HIER_NODE                    |GKR 3012000                     | 4| |     469|     481|        |          |          | |NODENAME                      |    |          | | |
|     481|0GL_ACCOUNT                   |GKR 0000880000                  | 5| |     480|        |     482|          |          | |SAKNR                         |GKR |880000    | | |
|     482|0GL_ACCOUNT                   |GKR 0000881000                  | 5| |     480|        |     483|          |          | |SAKNR                         |GKR |881000    | | |
|     483|0GL_ACCOUNT                   |GKR 0000883000                  | 5| |     480|        |     484|          |          | |SAKNR                         |GKR |883000    | | |
|     484|0GL_ACCOUNT                   |GKR 0000884000                  | 5| |     480|        |     485|          |          | |SAKNR                         |GKR |884000    | | |
|     485|0GL_ACCOUNT                   |GKR 0000888000                  | 5| |     480|        |     486|          |          | |SAKNR                         |GKR |888000    | | |
|     486|0GL_ACCOUNT                   |GKR 0000889000                  | 5| |     480|        |        |          |          | |SAKNR                         |GKR |889000    | | |
|     487|0HIER_NODE                    |GKR 3020000                     | 3| |     468|     488|     500|          |          | |NODENAME                      |    |          | | |
|     488|0GL_ACCOUNT                   |GKR 0000890000                  | 4| |     487|        |     489|          |          | |SAKNR                         |GKR |890000    | | |
|     489|0GL_ACCOUNT                   |GKR 0000890001                  | 4| |     487|        |     490|          |          | |SAKNR                         |GKR |890001    | | |
|     490|0GL_ACCOUNT                   |GKR 0000890002                  | 4| |     487|        |     491|          |          | |SAKNR                         |GKR |890002    | | |
|     491|0GL_ACCOUNT                   |GKR 0000892000                  | 4| |     487|        |     492|          |          | |SAKNR                         |GKR |892000    | | |
|     492|0GL_ACCOUNT                   |GKR 0000893010                  | 4| |     487|        |     493|          |          | |SAKNR                         |GKR |893010    | | |
|     493|0GL_ACCOUNT                   |GKR 0000893015                  | 4| |     487|        |     494|          |          | |SAKNR                         |GKR |893015    | | |
|     494|0GL_ACCOUNT                   |GKR 0000893020                  | 4| |     487|        |     495|          |          | |SAKNR                         |GKR |893020    | | |
|     495|0GL_ACCOUNT                   |GKR 0000894010                  | 4| |     487|        |     496|          |          | |SAKNR                         |GKR |894010    | | |
|     496|0GL_ACCOUNT                   |GKR 0000894020                  | 4| |     487|        |     497|          |          | |SAKNR                         |GKR |894020    | | |
|     497|0GL_ACCOUNT                   |GKR 0000894025                  | 4| |     487|        |     498|          |          | |SAKNR                         |GKR |894025    | | |
|     498|0GL_ACCOUNT                   |GKR 0000895000                  | 4| |     487|        |     499|          |          | |SAKNR                         |GKR |895000    | | |
|     499|0GL_ACCOUNT                   |GKR 0000896000                  | 4| |     487|        |        |          |          | |SAKNR                         |GKR |896000    | | |
|     500|0HIER_NODE                    |GKR 3030000                     | 3| |     468|     501|     503|          |          | |NODENAME                      |    |          | | |
|     501|0GL_ACCOUNT                   |GKR 0000810000                  | 4| |     500|        |     502|          |          | |SAKNR                         |GKR |810000    | | |
|     502|0GL_ACCOUNT                   |GKR 0000811000                  | 4| |     500|        |        |          |          | |SAKNR                         |GKR |811000    | | |
|     503|0HIER_NODE                    |GKR 3040000                     | 3| |     468|     504|     530|          |          | |NODENAME                      |    |          | | |
|     504|0HIER_NODE                    |GKR 3041000                     | 4| |     503|     505|     515|          |          | |NODENAME                      |    |          | | |
|     505|0GL_ACCOUNT                   |GKR 0000252000                  | 5| |     504|        |     506|          |          | |SAKNR                         |GKR |252000    | | |
|     506|0GL_ACCOUNT                   |GKR 0000252001                  | 5| |     504|        |     507|          |          | |SAKNR                         |GKR |252001    | | |
|     507|0GL_ACCOUNT                   |GKR 0000252002                  | 5| |     504|        |     508|          |          | |SAKNR                         |GKR |252002    | | |
|     508|0GL_ACCOUNT                   |GKR 0000252003                  | 5| |     504|        |     509|          |          | |SAKNR                         |GKR |252003    | | |
|     509|0GL_ACCOUNT                   |GKR 0000252004                  | 5| |     504|        |     510|          |          | |SAKNR                         |GKR |252004    | | |
|     510|0GL_ACCOUNT                   |GKR 0000252005                  | 5| |     504|        |     511|          |          | |SAKNR                         |GKR |252005    | | |
|     511|0GL_ACCOUNT                   |GKR 0000252006                  | 5| |     504|        |     512|          |          | |SAKNR                         |GKR |252006    | | |
|     512|0GL_ACCOUNT                   |GKR 0000252009                  | 5| |     504|        |     513|          |          | |SAKNR                         |GKR |252009    | | |
|     513|0GL_ACCOUNT                   |GKR 0000252300                  | 5| |     504|        |     514|          |          | |SAKNR                         |GKR |252300    | | |
|     514|0GL_ACCOUNT                   |GKR 0000252301                  | 5| |     504|        |        |          |          | |SAKNR                         |GKR |252301    | | |
|     515|0HIER_NODE                    |GKR 3042000                     | 4| |     503|     516|        |          |          | |NODENAME                      |    |          | | |
|     516|0GL_ACCOUNT                   |GKR 0000230020                  | 5| |     515|        |     517|          |          | |SAKNR                         |GKR |230020    | | |
|     517|0GL_ACCOUNT                   |GKR 0000250000                  | 5| |     515|        |     518|          |          | |SAKNR                         |GKR |250000    | | |
|     518|0GL_ACCOUNT                   |GKR 0000253000                  | 5| |     515|        |     519|          |          | |SAKNR                         |GKR |253000    | | |
|     519|0GL_ACCOUNT                   |GKR 0000260000                  | 5| |     515|        |     520|          |          | |SAKNR                         |GKR |260000    | | |
|     520|0GL_ACCOUNT                   |GKR 0000275200                  | 5| |     515|        |     521|          |          | |SAKNR                         |GKR |275200    | | |
|     521|0GL_ACCOUNT                   |GKR 0000275210                  | 5| |     515|        |     522|          |          | |SAKNR                         |GKR |275210    | | |
|     522|0GL_ACCOUNT                   |GKR 0000275300                  | 5| |     515|        |     523|          |          | |SAKNR                         |GKR |275300    | | |
|     523|0GL_ACCOUNT                   |GKR 0000276000                  | 5| |     515|        |     524|          |          | |SAKNR                         |GKR |276000    | | |
|     524|0GL_ACCOUNT                   |GKR 0000280000                  | 5| |     515|        |     525|          |          | |SAKNR                         |GKR |280000    | | |
|     525|0GL_ACCOUNT                   |GKR 0000280010                  | 5| |     515|        |     526|          |          | |SAKNR                         |GKR |280010    | | |
|     526|0GL_ACCOUNT                   |GKR 0000280100                  | 5| |     515|        |     527|          |          | |SAKNR                         |GKR |280100    | | |
|     527|0GL_ACCOUNT                   |GKR 0000281900                  | 5| |     515|        |     528|          |          | |SAKNR                         |GKR |281900    | | |
|     528|0GL_ACCOUNT                   |GKR 0000290000                  | 5| |     515|        |     529|          |          | |SAKNR                         |GKR |290000    | | |
|     529|0GL_ACCOUNT                   |GKR 0000299000                  | 5| |     515|        |        |          |          | |SAKNR                         |GKR |299000    | | |
|     530|0HIER_NODE                    |GKR 3050000                     | 3| |     468|     531|     589|          |          | |NODENAME                      |    |          | | |
|     531|0HIER_NODE                    |GKR 3051000                     | 4| |     530|     532|     587|          |          | |NODENAME                      |    |          | | |
|     532|0HIER_NODE                    |GKR 3051010                     | 5| |     531|     533|     534|          |          | |NODENAME                      |    |          | | |
|     533|0GL_ACCOUNT                   |GKR 0000404100                  | 6| |     532|        |        |          |          | |SAKNR                         |GKR |404100    | | |
|     534|0HIER_NODE                    |GKR 3051020                     | 5| |     531|     535|     536|          |          | |NODENAME                      |    |          | | |
|     535|0GL_ACCOUNT                   |GKR 0000404200                  | 6| |     534|        |        |          |          | |SAKNR                         |GKR |404200    | | |
|     536|0HIER_NODE                    |GKR 3051030                     | 5| |     531|     537|     539|          |          | |NODENAME                      |    |          | | |
|     537|0GL_ACCOUNT                   |GKR 0000416100                  | 6| |     536|        |     538|          |          | |SAKNR                         |GKR |416100    | | |
|     538|0GL_ACCOUNT                   |GKR 0000416200                  | 6| |     536|        |        |          |          | |SAKNR                         |GKR |416200    | | |
|     539|0HIER_NODE                    |GKR 3051040                     | 5| |     531|     540|     541|          |          | |NODENAME                      |    |          | | |
|     540|0GL_ACCOUNT                   |GKR 0000416300                  | 6| |     539|        |        |          |          | |SAKNR                         |GKR |416300    | | |
|     541|0HIER_NODE                    |GKR 3051090                     | 5| |     531|     542|        |          |          | |NODENAME                      |    |          | | |
|     542|0GL_ACCOUNT                   |GKR 0000231000                  | 6| |     541|        |     543|          |          | |SAKNR                         |GKR |231000    | | |
|     543|0GL_ACCOUNT                   |GKR 0000231100                  | 6| |     541|        |     544|          |          | |SAKNR                         |GKR |231100    | | |
|     544|0GL_ACCOUNT                   |GKR 0000231500                  | 6| |     541|        |     545|          |          | |SAKNR                         |GKR |231500    | | |
|     545|0GL_ACCOUNT                   |GKR 0000231900                  | 6| |     541|        |     546|          |          | |SAKNR                         |GKR |231900    | | |
|     546|0GL_ACCOUNT                   |GKR 0000232000                  | 6| |     541|        |     547|          |          | |SAKNR                         |GKR |232000    | | |
|     547|0GL_ACCOUNT                   |GKR 0000232500                  | 6| |     541|        |     548|          |          | |SAKNR                         |GKR |232500    | | |
|     548|0GL_ACCOUNT                   |GKR 0000233000                  | 6| |     541|        |     549|          |          | |SAKNR                         |GKR |233000    | | |
|     549|0GL_ACCOUNT                   |GKR 0000233010                  | 6| |     541|        |     550|          |          | |SAKNR                         |GKR |233010    | | |
|     550|0GL_ACCOUNT                   |GKR 0000234000                  | 6| |     541|        |     551|          |          | |SAKNR                         |GKR |234000    | | |
|     551|0GL_ACCOUNT                   |GKR 0000235000                  | 6| |     541|        |     552|          |          | |SAKNR                         |GKR |235000    | | |
|     552|0GL_ACCOUNT                   |GKR 0000236000                  | 6| |     541|        |     553|          |          | |SAKNR                         |GKR |236000    | | |
|     553|0GL_ACCOUNT                   |GKR 0000237000                  | 6| |     541|        |     554|          |          | |SAKNR                         |GKR |237000    | | |
|     554|0GL_ACCOUNT                   |GKR 0000281000                  | 6| |     541|        |     555|          |          | |SAKNR                         |GKR |281000    | | |
|     555|0GL_ACCOUNT                   |GKR 0000281100                  | 6| |     541|        |     556|          |          | |SAKNR                         |GKR |281100    | | |
|     556|0GL_ACCOUNT                   |GKR 0000281500                  | 6| |     541|        |     557|          |          | |SAKNR                         |GKR |281500    | | |
|     557|0GL_ACCOUNT                   |GKR 0000282000                  | 6| |     541|        |     558|          |          | |SAKNR                         |GKR |282000    | | |
|     558|0GL_ACCOUNT                   |GKR 0000282500                  | 6| |     541|        |     559|          |          | |SAKNR                         |GKR |282500    | | |
|     559|0GL_ACCOUNT                   |GKR 0000283000                  | 6| |     541|        |     560|          |          | |SAKNR                         |GKR |283000    | | |
|     560|0GL_ACCOUNT                   |GKR 0000283010                  | 6| |     541|        |     561|          |          | |SAKNR                         |GKR |283010    | | |
|     561|0GL_ACCOUNT                   |GKR 0000284000                  | 6| |     541|        |     562|          |          | |SAKNR                         |GKR |284000    | | |
|     562|0GL_ACCOUNT                   |GKR 0000285000                  | 6| |     541|        |     563|          |          | |SAKNR                         |GKR |285000    | | |
|     563|0GL_ACCOUNT                   |GKR 0000286000                  | 6| |     541|        |     564|          |          | |SAKNR                         |GKR |286000    | | |
|     564|0GL_ACCOUNT                   |GKR 0000287000                  | 6| |     541|        |     565|          |          | |SAKNR                         |GKR |287000    | | |
|     565|0GL_ACCOUNT                   |GKR 0000400000                  | 6| |     541|        |     566|          |          | |SAKNR                         |GKR |400000    | | |
|     566|0GL_ACCOUNT                   |GKR 0000400001                  | 6| |     541|        |     567|          |          | |SAKNR                         |GKR |400001    | | |
|     567|0GL_ACCOUNT                   |GKR 0000400010                  | 6| |     541|        |     568|          |          | |SAKNR                         |GKR |400010    | | |
|     568|0GL_ACCOUNT                   |GKR 0000400100                  | 6| |     541|        |     569|          |          | |SAKNR                         |GKR |400100    | | |
|     569|0GL_ACCOUNT                   |GKR 0000400200                  | 6| |     541|        |     570|          |          | |SAKNR                         |GKR |400200    | | |
|     570|0GL_ACCOUNT                   |GKR 0000400300                  | 6| |     541|        |     571|          |          | |SAKNR                         |GKR |400300    | | |
|     571|0GL_ACCOUNT                   |GKR 0000400400                  | 6| |     541|        |     572|          |          | |SAKNR                         |GKR |400400    | | |
|     572|0GL_ACCOUNT                   |GKR 0000400500                  | 6| |     541|        |     573|          |          | |SAKNR                         |GKR |400500    | | |
|     573|0GL_ACCOUNT                   |GKR 0000400600                  | 6| |     541|        |     574|          |          | |SAKNR                         |GKR |400600    | | |
|     574|0GL_ACCOUNT                   |GKR 0000403000                  | 6| |     541|        |     575|          |          | |SAKNR                         |GKR |403000    | | |
|     575|0GL_ACCOUNT                   |GKR 0000404000                  | 6| |     541|        |     576|          |          | |SAKNR                         |GKR |404000    | | |
|     576|0GL_ACCOUNT                   |GKR 0000405000                  | 6| |     541|        |     577|          |          | |SAKNR                         |GKR |405000    | | |
|     577|0GL_ACCOUNT                   |GKR 0000405001                  | 6| |     541|        |     578|          |          | |SAKNR                         |GKR |405001    | | |
|     578|0GL_ACCOUNT                   |GKR 0000406000                  | 6| |     541|        |     579|          |          | |SAKNR                         |GKR |406000    | | |
|     579|0GL_ACCOUNT                   |GKR 0000407000                  | 6| |     541|        |     580|          |          | |SAKNR                         |GKR |407000    | | |
|     580|0GL_ACCOUNT                   |GKR 0000408000                  | 6| |     541|        |     581|          |          | |SAKNR                         |GKR |408000    | | |
|     581|0GL_ACCOUNT                   |GKR 0000409000                  | 6| |     541|        |     582|          |          | |SAKNR                         |GKR |409000    | | |
|     582|0GL_ACCOUNT                   |GKR 0000410000                  | 6| |     541|        |     583|          |          | |SAKNR                         |GKR |410000    | | |
|     583|0GL_ACCOUNT                   |GKR 0000410001                  | 6| |     541|        |     584|          |          | |SAKNR                         |GKR |410001    | | |
|     584|0GL_ACCOUNT                   |GKR 0000410200                  | 6| |     541|        |     585|          |          | |SAKNR                         |GKR |410200    | | |
|     585|0GL_ACCOUNT                   |GKR 0000410201                  | 6| |     541|        |     586|          |          | |SAKNR                         |GKR |410201    | | |
|     586|0GL_ACCOUNT                   |GKR 0000415000                  | 6| |     541|        |        |          |          | |SAKNR                         |GKR |415000    | | |
|     587|0HIER_NODE                    |GKR 3052000                     | 4| |     530|     588|        |          |          | |NODENAME                      |    |          | | |
|     588|0GL_ACCOUNT                   |GKR 0000417000                  | 5| |     587|        |        |          |          | |SAKNR                         |GKR |417000    | | |
|     589|0HIER_NODE                    |GKR 3060000                     | 3| |     468|     590|     612|          |          | |NODENAME                      |    |          | | |
|     590|0HIER_NODE                    |GKR 3061000                     | 4| |     589|     591|     604|          |          | |NODENAME                      |    |          | | |
|     591|0HIER_NODE                    |GKR 3061010                     | 5| |     590|     592|     593|          |          | |NODENAME                      |    |          | | |
|     592|0GL_ACCOUNT                   |GKR 0000420000                  | 6| |     591|        |        |          |          | |SAKNR                         |GKR |420000    | | |
|     593|0HIER_NODE                    |GKR 3061020                     | 5| |     590|     594|     596|          |          | |NODENAME                      |    |          | | |
|     594|0GL_ACCOUNT                   |GKR 0000421000                  | 6| |     593|        |     595|          |          | |SAKNR                         |GKR |421000    | | |
|     595|0GL_ACCOUNT                   |GKR 0000422000                  | 6| |     593|        |        |          |          | |SAKNR                         |GKR |422000    | | |
|     596|0HIER_NODE                    |GKR 3061030                     | 5| |     590|     597|     598|          |          | |NODENAME                      |    |          | | |
|     597|0GL_ACCOUNT                   |GKR 0000432000                  | 6| |     596|        |        |          |          | |SAKNR                         |GKR |432000    | | |
|     598|0HIER_NODE                    |GKR 3061050                     | 5| |     590|     599|     600|          |          | |NODENAME                      |    |          | | |
|     599|0GL_ACCOUNT                   |GKR 0000430000                  | 6| |     598|        |        |          |          | |SAKNR                         |GKR |430000    | | |
|     600|0HIER_NODE                    |GKR 3061090                     | 5| |     590|     601|        |          |          | |NODENAME                      |    |          | | |
|     601|0GL_ACCOUNT                   |GKR 0000431000                  | 6| |     600|        |     602|          |          | |SAKNR                         |GKR |431000    | | |
|     602|0GL_ACCOUNT                   |GKR 0000434000                  | 6| |     600|        |     603|          |          | |SAKNR                         |GKR |434000    | | |
|     603|0GL_ACCOUNT                   |GKR 0000435000                  | 6| |     600|        |        |          |          | |SAKNR                         |GKR |435000    | | |
|     604|0HIER_NODE                    |GKR 3062000                     | 4| |     589|     605|        |          |          | |NODENAME                      |    |          | | |
|     605|0HIER_NODE                    |GKR 3062010                     | 5| |     604|     606|     608|          |          | |NODENAME                      |    |          | | |
|     606|0GL_ACCOUNT                   |GKR 0000440000                  | 6| |     605|        |     607|          |          | |SAKNR                         |GKR |440000    | | |
|     607|0GL_ACCOUNT                   |GKR 0000446000                  | 6| |     605|        |        |          |          | |SAKNR                         |GKR |446000    | | |
|     608|0HIER_NODE                    |GKR 3062020                     | 5| |     604|     609|     610|          |          | |NODENAME                      |    |          | | |
|     609|0GL_ACCOUNT                   |GKR 0000445000                  | 6| |     608|        |        |          |          | |SAKNR                         |GKR |445000    | | |
|     610|0HIER_NODE                    |GKR 3062030                     | 5| |     604|     611|        |          |          | |NODENAME                      |    |          | | |
|     611|0GL_ACCOUNT                   |GKR 0000447000                  | 6| |     610|        |        |          |          | |SAKNR                         |GKR |447000    | | |
|     612|0HIER_NODE                    |GKR 3070000                     | 3| |     468|     613|     623|          |          | |NODENAME                      |    |          | | |
|     613|0HIER_NODE                    |GKR 3071000                     | 4| |     612|     614|     619|          |          | |NODENAME                      |    |          | | |
|     614|0HIER_NODE                    |GKR 3071010                     | 5| |     613|     615|     617|          |          | |NODENAME                      |    |          | | |
|     615|0GL_ACCOUNT                   |GKR 0000211100                  | 6| |     614|        |     616|          |          | |SAKNR                         |GKR |211100    | | |
|     616|0GL_ACCOUNT                   |GKR 0000481100                  | 6| |     614|        |        |          |          | |SAKNR                         |GKR |481100    | | |
|     617|0HIER_NODE                    |GKR 3071020                     | 5| |     613|     618|        |          |          | |NODENAME                      |    |          | | |
|     618|0GL_ACCOUNT                   |GKR 0000211200                  | 6| |     617|        |        |          |          | |SAKNR                         |GKR |211200    | | |
|     619|0HIER_NODE                    |GKR 3072000                     | 4| |     612|     620|     621|          |          | |NODENAME                      |    |          | | |
|     620|0GL_ACCOUNT                   |GKR 0000215000                  | 5| |     619|        |        |          |          | |SAKNR                         |GKR |215000    | | |
|     621|0HIER_NODE                    |GKR 3073000                     | 4| |     612|     622|        |          |          | |NODENAME                      |    |          | | |
|     622|0GL_ACCOUNT                   |GKR 0000419000                  | 5| |     621|        |        |          |          | |SAKNR                         |GKR |419000    | | |
|     623|0HIER_NODE                    |GKR 3080000                     | 3| |     468|     624|        |          |          | |NODENAME                      |    |          | | |
|     624|0HIER_NODE                    |GKR 3081000                     | 4| |     623|     625|     634|          |          | |NODENAME                      |    |          | | |
|     625|0GL_ACCOUNT                   |GKR 0000202000                  | 5| |     624|        |     626|          |          | |SAKNR                         |GKR |202000    | | |
|     626|0GL_ACCOUNT                   |GKR 0000202001                  | 5| |     624|        |     627|          |          | |SAKNR                         |GKR |202001    | | |
|     627|0GL_ACCOUNT                   |GKR 0000202002                  | 5| |     624|        |     628|          |          | |SAKNR                         |GKR |202002    | | |
|     628|0GL_ACCOUNT                   |GKR 0000202003                  | 5| |     624|        |     629|          |          | |SAKNR                         |GKR |202003    | | |
|     629|0GL_ACCOUNT                   |GKR 0000202004                  | 5| |     624|        |     630|          |          | |SAKNR                         |GKR |202004    | | |
|     630|0GL_ACCOUNT                   |GKR 0000202005                  | 5| |     624|        |     631|          |          | |SAKNR                         |GKR |202005    | | |
|     631|0GL_ACCOUNT                   |GKR 0000202006                  | 5| |     624|        |     632|          |          | |SAKNR                         |GKR |202006    | | |
|     632|0GL_ACCOUNT                   |GKR 0000202009                  | 5| |     624|        |     633|          |          | |SAKNR                         |GKR |202009    | | |
|     633|0GL_ACCOUNT                   |GKR 0000202300                  | 5| |     624|        |        |          |          | |SAKNR                         |GKR |202300    | | |
|     634|0HIER_NODE                    |GKR 3082000                     | 4| |     623|     635|        |          |          | |NODENAME                      |    |          | | |
|     635|0HIER_NODE                    |GKR 3082010                     | 5| |     634|     636|     640|          |          | |NODENAME                      |    |          | | |
|     636|0GL_ACCOUNT                   |GKR 0000451000                  | 6| |     635|        |     637|          |          | |SAKNR                         |GKR |451000    | | |
|     637|0GL_ACCOUNT                   |GKR 0000452000                  | 6| |     635|        |     638|          |          | |SAKNR                         |GKR |452000    | | |
|     638|0GL_ACCOUNT                   |GKR 0000453000                  | 6| |     635|        |     639|          |          | |SAKNR                         |GKR |453000    | | |
|     639|0GL_ACCOUNT                   |GKR 0000459000                  | 6| |     635|        |        |          |          | |SAKNR                         |GKR |459000    | | |
|     640|0HIER_NODE                    |GKR 3082020                     | 5| |     634|     641|     642|          |          | |NODENAME                      |    |          | | |
|     641|0GL_ACCOUNT                   |GKR 0000466000                  | 6| |     640|        |        |          |          | |SAKNR                         |GKR |466000    | | |
|     642|0HIER_NODE                    |GKR 3082030                     | 5| |     634|     643|     644|          |          | |NODENAME                      |    |          | | |
|     643|0GL_ACCOUNT                   |GKR 0000470000                  | 6| |     642|        |        |          |          | |SAKNR                         |GKR |470000    | | |
|     644|0HIER_NODE                    |GKR 3082040                     | 5| |     634|     645|     646|          |          | |NODENAME                      |    |          | | |
|     645|0GL_ACCOUNT                   |GKR 0000471000                  | 6| |     644|        |        |          |          | |SAKNR                         |GKR |471000    | | |
|     646|0HIER_NODE                    |GKR 3082050                     | 5| |     634|     647|     651|          |          | |NODENAME                      |    |          | | |
|     647|0GL_ACCOUNT                   |GKR 0000474100                  | 6| |     646|        |     648|          |          | |SAKNR                         |GKR |474100    | | |
|     648|0GL_ACCOUNT                   |GKR 0000474210                  | 6| |     646|        |     649|          |          | |SAKNR                         |GKR |474210    | | |
|     649|0GL_ACCOUNT                   |GKR 0000474220                  | 6| |     646|        |     650|          |          | |SAKNR                         |GKR |474220    | | |
|     650|0GL_ACCOUNT                   |GKR 0000474230                  | 6| |     646|        |        |          |          | |SAKNR                         |GKR |474230    | | |
|     651|0HIER_NODE                    |GKR 3082060                     | 5| |     634|     652|     653|          |          | |NODENAME                      |    |          | | |
|     652|0GL_ACCOUNT                   |GKR 0000475000                  | 6| |     651|        |        |          |          | |SAKNR                         |GKR |475000    | | |
|     653|0HIER_NODE                    |GKR 3082070                     | 5| |     634|     654|     655|          |          | |NODENAME                      |    |          | | |
|     654|0GL_ACCOUNT                   |GKR 0000477000                  | 6| |     653|        |        |          |          | |SAKNR                         |GKR |477000    | | |
|     655|0HIER_NODE                    |GKR 3082090                     | 5| |     634|     656|        |          |          | |NODENAME                      |    |          | | |
|     656|0GL_ACCOUNT                   |GKR 0000200000                  | 6| |     655|        |     657|          |          | |SAKNR                         |GKR |200000    | | |
